Id2,Id,Estimate; Total:,Estimate; Total: - With public assistance income,Estimate; Total: - No public assistance income
12086000709,1400000US12086000709,1642,35,1607
12086000709,1400000US12086000709,1691,43,1648
12086000709,1400000US12086000709,1720,43,1677
12086000710,1400000US12086000710,2038,61,1977
12086000710,1400000US12086000710,1907,61,1846
12086000710,1400000US12086000710,1907,61,1846
12086000710,1400000US12086000710,2033,61,1972
12086000710,1400000US12086000710,1762,61,1701
12086000710,1400000US12086000710,1902,61,1841
12086000710,1400000US12086000710,1902,61,1841
12086000711,1400000US12086000711,1890,37,1853
12086000711,1400000US12086000711,1737,37,1700
12086000711,1400000US12086000711,1737,37,1700
12086000711,1400000US12086000711,1767,37,1730
12086000711,1400000US12086000711,1452,37,1415
12086000711,1400000US12086000711,1737,37,1700
12086000711,1400000US12086000711,1737,37,1700
12086000712,1400000US12086000712,755,23,732
12086000712,1400000US12086000712,701,23,678
12086000712,1400000US12086000712,701,23,678
12086000712,1400000US12086000712,755,23,732
12086000712,1400000US12086000712,657,23,634
12086000712,1400000US12086000712,701,23,678
12086000712,1400000US12086000712,701,23,678
12086000804,1400000US12086000804,1506,35,1471
12086000804,1400000US12086000804,1411,35,1376
12086000804,1400000US12086000804,1421,35,1386
12086000804,1400000US12086000804,1429,35,1394
12086000804,1400000US12086000804,1192,35,1157
12086000804,1400000US12086000804,1334,35,1299
12086000804,1400000US12086000804,1344,35,1309
12086000805,1400000US12086000805,1741,20,1721
12086000805,1400000US12086000805,1655,20,1635
12086000805,1400000US12086000805,1666,20,1646
12086000805,1400000US12086000805,1697,20,1677
12086000805,1400000US12086000805,1513,20,1493
12086000805,1400000US12086000805,1611,20,1591
12086000805,1400000US12086000805,1622,20,1602
12086000806,1400000US12086000806,1753,30,1723
12086000806,1400000US12086000806,1616,30,1586
12086000806,1400000US12086000806,1616,30,1586
12086000806,1400000US12086000806,1712,30,1682
12086000806,1400000US12086000806,1346,30,1316
12086000806,1400000US12086000806,1591,30,1561
12086000806,1400000US12086000806,1591,30,1561
12086000807,1400000US12086000807,1538,25,1513
12086000807,1400000US12086000807,1417,25,1392
12086000807,1400000US12086000807,1463,25,1438
12086000807,1400000US12086000807,1538,25,1513
12086000807,1400000US12086000807,1204,25,1179
12086000807,1400000US12086000807,1417,25,1392
12086000807,1400000US12086000807,1463,25,1438
12086000808,1400000US12086000808,1474,47,1427
12086000808,1400000US12086000808,1425,47,1378
12086000808,1400000US12086000808,1457,47,1410
12086000808,1400000US12086000808,1443,47,1396
12086000808,1400000US12086000808,1244,47,1197
12086000808,1400000US12086000808,1394,47,1347
12086000808,1400000US12086000808,1426,47,1379
12086000901,1400000US12086000901,1976,29,1947
12086000901,1400000US12086000901,1546,11,1535
12086000901,1400000US12086000901,1591,11,1580
12086000901,1400000US12086000901,288,18,270
12086000901,1400000US12086000901,320,18,302
12086000901,1400000US12086000901,1561,11,1550
12086000901,1400000US12086000901,863,0,863
12086000901,1400000US12086000901,565,11,554
12086000901,1400000US12086000901,340,0,340
12086000901,1400000US12086000901,1418,11,1407
12086000901,1400000US12086000901,1463,11,1452
12086000902,1400000US12086000902,1881,113,1768
12086000902,1400000US12086000902,1185,20,1165
12086000902,1400000US12086000902,1196,20,1176
12086000902,1400000US12086000902,589,66,523
12086000902,1400000US12086000902,589,66,523
12086000902,1400000US12086000902,1275,47,1228
12086000902,1400000US12086000902,619,33,586
12086000902,1400000US12086000902,557,14,543
12086000902,1400000US12086000902,392,0,392
12086000902,1400000US12086000902,560,66,494
12086000902,1400000US12086000902,560,66,494
12086000902,1400000US12086000902,1150,20,1130
12086000902,1400000US12086000902,1150,20,1130
12086000903,1400000US12086000903,908,31,877
12086000903,1400000US12086000903,530,23,507
12086000903,1400000US12086000903,530,23,507
12086000903,1400000US12086000903,370,0,370
12086000903,1400000US12086000903,370,0,370
12086000903,1400000US12086000903,555,23,532
12086000903,1400000US12086000903,331,9,322
12086000903,1400000US12086000903,244,9,235
12086000903,1400000US12086000903,345,0,345
12086000903,1400000US12086000903,345,0,345
12086000903,1400000US12086000903,530,23,507
12086000903,1400000US12086000903,530,23,507
12086001002,1400000US12086001002,1816,81,1735
12086001002,1400000US12086001002,182,20,162
12086001002,1400000US12086001002,182,20,162
12086001002,1400000US12086001002,1565,61,1504
12086001002,1400000US12086001002,1597,61,1536
12086001002,1400000US12086001002,242,20,222
12086001002,1400000US12086001002,1533,61,1472
12086001002,1400000US12086001002,1553,61,1492
12086001003,1400000US12086001003,1730,29,1701
12086001003,1400000US12086001003,393,0,393
12086001003,1400000US12086001003,402,0,402
12086001003,1400000US12086001003,1295,29,1266
12086001003,1400000US12086001003,1304,29,1275
12086001003,1400000US12086001003,390,0,390
12086001003,1400000US12086001003,185,0,185
12086001003,1400000US12086001003,176,0,176
12086001003,1400000US12086001003,1269,29,1240
12086001003,1400000US12086001003,1278,29,1249
12086001003,1400000US12086001003,357,0,357
12086001003,1400000US12086001003,357,0,357
12086001004,1400000US12086001004,1545,60,1485
12086001004,1400000US12086001004,1238,50,1188
12086001004,1400000US12086001004,1252,50,1202
12086001004,1400000US12086001004,1197,50,1147
12086001004,1400000US12086001004,1211,50,1161
12086001005,1400000US12086001005,814,35,779
12086001005,1400000US12086001005,685,35,650
12086001005,1400000US12086001005,694,35,659
12086001005,1400000US12086001005,670,35,635
12086001005,1400000US12086001005,679,35,644
12086001006,1400000US12086001006,1388,23,1365
12086001006,1400000US12086001006,360,0,360
12086001006,1400000US12086001006,360,0,360
12086001006,1400000US12086001006,966,23,943
12086001006,1400000US12086001006,966,23,943
12086001006,1400000US12086001006,372,0,372
12086001006,1400000US12086001006,913,23,890
12086001006,1400000US12086001006,913,23,890
12086001006,1400000US12086001006,563,0,563
12086001006,1400000US12086001006,509,0,509
12086001101,1400000US12086001101,1339,32,1307
12086001101,1400000US12086001101,468,17,451
12086001101,1400000US12086001101,468,17,451
12086001101,1400000US12086001101,744,15,729
12086001101,1400000US12086001101,761,15,746
12086001101,1400000US12086001101,386,10,376
12086001101,1400000US12086001101,201,7,194
12086001101,1400000US12086001101,201,7,194
12086001101,1400000US12086001101,721,15,706
12086001101,1400000US12086001101,730,15,715
12086001101,1400000US12086001101,267,10,257
12086001101,1400000US12086001101,267,10,257
12086001101,1400000US12086001101,560,15,545
12086001101,1400000US12086001101,485,15,470
12086001102,1400000US12086001102,1099,12,1087
12086001102,1400000US12086001102,505,0,505
12086001102,1400000US12086001102,516,0,516
12086001102,1400000US12086001102,530,12,518
12086001102,1400000US12086001102,534,12,522
12086001102,1400000US12086001102,342,0,342
12086001102,1400000US12086001102,167,0,167
12086001102,1400000US12086001102,227,0,227
12086001102,1400000US12086001102,227,0,227
12086001102,1400000US12086001102,530,12,518
12086001102,1400000US12086001102,530,12,518
12086001102,1400000US12086001102,278,0,278
12086001102,1400000US12086001102,289,0,289
12086001102,1400000US12086001102,410,0,410
12086001102,1400000US12086001102,356,0,356
12086001103,1400000US12086001103,1331,27,1304
12086001103,1400000US12086001103,570,0,570
12086001103,1400000US12086001103,570,0,570
12086001103,1400000US12086001103,718,27,691
12086001103,1400000US12086001103,718,27,691
12086001103,1400000US12086001103,362,0,362
12086001103,1400000US12086001103,199,0,199
12086001103,1400000US12086001103,684,27,657
12086001103,1400000US12086001103,684,27,657
12086001103,1400000US12086001103,305,0,305
12086001103,1400000US12086001103,305,0,305
12086001103,1400000US12086001103,509,0,509
12086001103,1400000US12086001103,450,0,450
12086001104,1400000US12086001104,1662,0,1662
12086001104,1400000US12086001104,1239,0,1239
12086001104,1400000US12086001104,1275,0,1275
12086001104,1400000US12086001104,298,0,298
12086001104,1400000US12086001104,324,0,324
12086001104,1400000US12086001104,356,0,356
12086001104,1400000US12086001104,983,0,983
12086001104,1400000US12086001104,997,0,997
12086001104,1400000US12086001104,272,0,272
12086001104,1400000US12086001104,286,0,286
12086001104,1400000US12086001104,256,0,256
12086001104,1400000US12086001104,278,0,278
12086001104,1400000US12086001104,254,0,254
12086001203,1400000US12086001203,2709,12,2697
12086001203,1400000US12086001203,1115,12,1103
12086001203,1400000US12086001203,1152,12,1140
12086001203,1400000US12086001203,1328,0,1328
12086001203,1400000US12086001203,1328,0,1328
12086001203,1400000US12086001203,754,12,742
12086001203,1400000US12086001203,451,12,439
12086001203,1400000US12086001203,526,0,526
12086001203,1400000US12086001203,563,0,563
12086001203,1400000US12086001203,1304,0,1304
12086001203,1400000US12086001203,1304,0,1304
12086001203,1400000US12086001203,589,12,577
12086001203,1400000US12086001203,589,12,577
12086001203,1400000US12086001203,717,0,717
12086001203,1400000US12086001203,615,0,615
12086001204,1400000US12086001204,2366,16,2350
12086001204,1400000US12086001204,1835,0,1835
12086001204,1400000US12086001204,1858,0,1858
12086001204,1400000US12086001204,889,0,889
12086001204,1400000US12086001204,411,0,411
12086001204,1400000US12086001204,1118,0,1118
12086001204,1400000US12086001204,1125,0,1125
12086001204,1400000US12086001204,717,0,717
12086001204,1400000US12086001204,733,0,733
12086001205,1400000US12086001205,1107,14,1093
12086001205,1400000US12086001205,911,14,897
12086001205,1400000US12086001205,934,14,920
12086001205,1400000US12086001205,380,14,366
12086001205,1400000US12086001205,558,0,558
12086001205,1400000US12086001205,571,0,571
12086001205,1400000US12086001205,353,14,339
12086001205,1400000US12086001205,363,14,349
12086001206,1400000US12086001206,1837,0,1837
12086001206,1400000US12086001206,1657,0,1657
12086001206,1400000US12086001206,1657,0,1657
12086001206,1400000US12086001206,583,0,583
12086001206,1400000US12086001206,1088,0,1088
12086001206,1400000US12086001206,1088,0,1088
12086001301,1400000US12086001301,1920,39,1881
12086001301,1400000US12086001301,1082,9,1073
12086001301,1400000US12086001301,1108,9,1099
12086001301,1400000US12086001301,713,30,683
12086001301,1400000US12086001301,713,30,683
12086001301,1400000US12086001301,768,9,759
12086001301,1400000US12086001301,676,30,646
12086001301,1400000US12086001301,676,30,646
12086001301,1400000US12086001301,670,9,661
12086001301,1400000US12086001301,696,9,687
12086001302,1400000US12086001302,2520,0,2520
12086001302,1400000US12086001302,1578,0,1578
12086001302,1400000US12086001302,1609,0,1609
12086001302,1400000US12086001302,650,0,650
12086001302,1400000US12086001302,668,0,668
12086001302,1400000US12086001302,984,0,984
12086001302,1400000US12086001302,571,0,571
12086001302,1400000US12086001302,807,0,807
12086001302,1400000US12086001302,820,0,820
12086001302,1400000US12086001302,650,0,650
12086001302,1400000US12086001302,650,0,650
12086001302,1400000US12086001302,771,0,771
12086001302,1400000US12086001302,789,0,789
12086001302,1400000US12086001302,505,0,505
12086001302,1400000US12086001302,417,0,417
12086001401,1400000US12086001401,1562,30,1532
12086001401,1400000US12086001401,1205,30,1175
12086001401,1400000US12086001401,1216,30,1186
12086001401,1400000US12086001401,1133,30,1103
12086001401,1400000US12086001401,1144,30,1114
12086001401,1400000US12086001401,512,0,512
12086001401,1400000US12086001401,454,0,454
12086001402,1400000US12086001402,1558,168,1390
12086001402,1400000US12086001402,1181,168,1013
12086001402,1400000US12086001402,1181,168,1013
12086001402,1400000US12086001402,1171,168,1003
12086001402,1400000US12086001402,1171,168,1003
12086001402,1400000US12086001402,889,101,788
12086001402,1400000US12086001402,856,101,755
12086001501,1400000US12086001501,1098,87,1011
12086001501,1400000US12086001501,1035,87,948
12086001501,1400000US12086001501,1035,87,948
12086001501,1400000US12086001501,1035,87,948
12086001501,1400000US12086001501,1035,87,948
12086001502,1400000US12086001502,1036,55,981
12086001502,1400000US12086001502,949,47,902
12086001502,1400000US12086001502,949,47,902
12086001502,1400000US12086001502,940,47,893
12086001502,1400000US12086001502,940,47,893
12086001602,1400000US12086001602,1829,43,1786
12086001602,1400000US12086001602,1704,31,1673
12086001602,1400000US12086001602,1742,43,1699
12086001602,1400000US12086001602,1716,43,1673
12086001602,1400000US12086001602,1440,43,1397
12086001602,1400000US12086001602,223,0,223
12086001602,1400000US12086001602,1626,31,1595
12086001602,1400000US12086001602,1664,43,1621
12086001603,1400000US12086001603,961,10,951
12086001603,1400000US12086001603,923,10,913
12086001603,1400000US12086001603,923,10,913
12086001603,1400000US12086001603,938,10,928
12086001603,1400000US12086001603,832,10,822
12086001603,1400000US12086001603,900,10,890
12086001603,1400000US12086001603,900,10,890
12086001605,1400000US12086001605,1578,30,1548
12086001605,1400000US12086001605,1405,30,1375
12086001605,1400000US12086001605,1419,30,1389
12086001605,1400000US12086001605,1567,30,1537
12086001605,1400000US12086001605,1267,30,1237
12086001605,1400000US12086001605,1394,30,1364
12086001605,1400000US12086001605,1408,30,1378
12086001606,1400000US12086001606,1689,93,1596
12086001606,1400000US12086001606,1645,93,1552
12086001606,1400000US12086001606,1663,93,1570
12086001606,1400000US12086001606,1662,93,1569
12086001606,1400000US12086001606,1254,74,1180
12086001606,1400000US12086001606,335,0,335
12086001606,1400000US12086001606,1618,93,1525
12086001606,1400000US12086001606,1636,93,1543
12086001701,1400000US12086001701,1201,54,1147
12086001701,1400000US12086001701,338,13,325
12086001701,1400000US12086001701,345,13,332
12086001701,1400000US12086001701,822,41,781
12086001701,1400000US12086001701,822,41,781
12086001701,1400000US12086001701,400,13,387
12086001701,1400000US12086001701,786,41,745
12086001701,1400000US12086001701,786,41,745
12086001701,1400000US12086001701,330,13,317
12086001701,1400000US12086001701,330,13,317
12086001702,1400000US12086001702,695,0,695
12086001702,1400000US12086001702,652,0,652
12086001702,1400000US12086001702,652,0,652
12086001702,1400000US12086001702,652,0,652
12086001702,1400000US12086001702,652,0,652
12086001703,1400000US12086001703,1498,53,1445
12086001703,1400000US12086001703,1331,53,1278
12086001703,1400000US12086001703,1354,53,1301
12086001703,1400000US12086001703,1414,46,1368
12086001703,1400000US12086001703,743,8,735
12086001703,1400000US12086001703,568,10,558
12086001703,1400000US12086001703,345,10,335
12086001703,1400000US12086001703,1280,46,1234
12086001703,1400000US12086001703,1303,46,1257
12086001801,1400000US12086001801,1122,25,1097
12086001801,1400000US12086001801,1033,25,1008
12086001801,1400000US12086001801,1033,25,1008
12086001801,1400000US12086001801,1033,25,1008
12086001801,1400000US12086001801,1033,25,1008
12086001802,1400000US12086001802,1244,36,1208
12086001802,1400000US12086001802,1016,19,997
12086001802,1400000US12086001802,1038,19,1019
12086001802,1400000US12086001802,985,19,966
12086001802,1400000US12086001802,1007,19,988
12086001803,1400000US12086001803,1228,48,1180
12086001803,1400000US12086001803,900,48,852
12086001803,1400000US12086001803,900,48,852
12086001803,1400000US12086001803,858,48,810
12086001803,1400000US12086001803,858,48,810
12086001901,1400000US12086001901,1625,48,1577
12086001901,1400000US12086001901,1496,26,1470
12086001901,1400000US12086001901,1496,26,1470
12086001901,1400000US12086001901,1490,26,1464
12086001901,1400000US12086001901,1490,26,1464
12086001903,1400000US12086001903,1070,65,1005
12086001903,1400000US12086001903,949,65,884
12086001903,1400000US12086001903,949,65,884
12086001903,1400000US12086001903,949,65,884
12086001903,1400000US12086001903,949,65,884
12086001904,1400000US12086001904,1350,9,1341
12086001904,1400000US12086001904,1318,9,1309
12086001904,1400000US12086001904,1318,9,1309
12086001904,1400000US12086001904,1318,9,1309
12086001904,1400000US12086001904,1318,9,1309
12086002001,1400000US12086002001,1523,57,1466
12086002001,1400000US12086002001,1364,35,1329
12086002001,1400000US12086002001,1376,35,1341
12086002001,1400000US12086002001,1356,35,1321
12086002001,1400000US12086002001,1356,35,1321
12086002001,1400000US12086002001,679,0,679
12086002001,1400000US12086002001,611,0,611
12086002003,1400000US12086002003,1211,9,1202
12086002003,1400000US12086002003,938,9,929
12086002003,1400000US12086002003,938,9,929
12086002003,1400000US12086002003,224,0,224
12086002003,1400000US12086002003,916,9,907
12086002003,1400000US12086002003,916,9,907
12086002004,1400000US12086002004,988,13,975
12086002004,1400000US12086002004,768,13,755
12086002004,1400000US12086002004,793,13,780
12086002004,1400000US12086002004,752,13,739
12086002004,1400000US12086002004,777,13,764
12086002004,1400000US12086002004,580,13,567
12086002004,1400000US12086002004,506,13,493
12086002100,1400000US12086002100,1081,17,1064
12086002100,1400000US12086002100,772,17,755
12086002100,1400000US12086002100,781,17,764
12086002100,1400000US12086002100,293,0,293
12086002100,1400000US12086002100,535,17,518
12086002100,1400000US12086002100,544,17,527
12086002201,1400000US12086002201,1175,7,1168
12086002201,1400000US12086002201,481,7,474
12086002201,1400000US12086002201,507,7,500
12086002201,1400000US12086002201,598,0,598
12086002201,1400000US12086002201,618,0,618
12086002201,1400000US12086002201,352,7,345
12086002201,1400000US12086002201,208,0,208
12086002201,1400000US12086002201,234,0,234
12086002201,1400000US12086002201,569,0,569
12086002201,1400000US12086002201,569,0,569
12086002201,1400000US12086002201,273,7,266
12086002201,1400000US12086002201,273,7,266
12086002202,1400000US12086002202,1757,77,1680
12086002202,1400000US12086002202,381,18,363
12086002202,1400000US12086002202,381,18,363
12086002202,1400000US12086002202,1302,59,1243
12086002202,1400000US12086002202,1302,59,1243
12086002202,1400000US12086002202,515,18,497
12086002202,1400000US12086002202,237,9,228
12086002202,1400000US12086002202,1203,59,1144
12086002202,1400000US12086002202,1203,59,1144
12086002202,1400000US12086002202,351,18,333
12086002202,1400000US12086002202,351,18,333
12086002202,1400000US12086002202,502,19,483
12086002202,1400000US12086002202,416,19,397
12086002300,1400000US12086002300,1771,84,1687
12086002300,1400000US12086002300,1528,84,1444
12086002300,1400000US12086002300,1562,84,1478
12086002300,1400000US12086002300,217,10,207
12086002300,1400000US12086002300,1464,74,1390
12086002300,1400000US12086002300,1498,74,1424
12086002402,1400000US12086002402,1728,53,1675
12086002402,1400000US12086002402,1366,31,1335
12086002402,1400000US12086002402,1406,46,1360
12086002402,1400000US12086002402,1604,46,1558
12086002402,1400000US12086002402,766,31,735
12086002402,1400000US12086002402,742,15,727
12086002402,1400000US12086002402,469,15,454
12086002402,1400000US12086002402,1271,31,1240
12086002402,1400000US12086002402,1311,46,1265
12086002403,1400000US12086002403,1394,42,1352
12086002403,1400000US12086002403,1031,0,1031
12086002403,1400000US12086002403,1056,0,1056
12086002403,1400000US12086002403,1275,0,1275
12086002403,1400000US12086002403,562,0,562
12086002403,1400000US12086002403,693,0,693
12086002403,1400000US12086002403,445,0,445
12086002403,1400000US12086002403,979,0,979
12086002403,1400000US12086002403,979,0,979
12086002404,1400000US12086002404,2323,76,2247
12086002404,1400000US12086002404,1673,76,1597
12086002404,1400000US12086002404,1699,76,1623
12086002404,1400000US12086002404,2022,76,1946
12086002404,1400000US12086002404,1060,32,1028
12086002404,1400000US12086002404,838,10,828
12086002404,1400000US12086002404,588,0,588
12086002404,1400000US12086002404,1646,76,1570
12086002404,1400000US12086002404,1658,76,1582
12086002501,1400000US12086002501,1752,0,1752
12086002501,1400000US12086002501,1104,0,1104
12086002501,1400000US12086002501,1155,0,1155
12086002501,1400000US12086002501,501,0,501
12086002501,1400000US12086002501,524,0,524
12086002501,1400000US12086002501,1410,0,1410
12086002501,1400000US12086002501,944,0,944
12086002501,1400000US12086002501,449,0,449
12086002501,1400000US12086002501,1074,0,1074
12086002501,1400000US12086002501,1125,0,1125
12086002502,1400000US12086002502,1075,29,1046
12086002502,1400000US12086002502,486,0,486
12086002502,1400000US12086002502,499,0,499
12086002502,1400000US12086002502,420,29,391
12086002502,1400000US12086002502,420,29,391
12086002502,1400000US12086002502,672,0,672
12086002502,1400000US12086002502,138,0,138
12086002502,1400000US12086002502,395,0,395
12086002502,1400000US12086002502,267,0,267
12086002502,1400000US12086002502,392,29,363
12086002502,1400000US12086002502,392,29,363
12086002502,1400000US12086002502,475,0,475
12086002502,1400000US12086002502,488,0,488
12086002600,1400000US12086002600,1576,47,1529
12086002600,1400000US12086002600,1180,35,1145
12086002600,1400000US12086002600,1193,35,1158
12086002600,1400000US12086002600,1086,35,1051
12086002600,1400000US12086002600,549,0,549
12086002600,1400000US12086002600,320,0,320
12086002600,1400000US12086002600,960,35,925
12086002600,1400000US12086002600,973,35,938
12086002702,1400000US12086002702,859,14,845
12086002702,1400000US12086002702,692,0,692
12086002702,1400000US12086002702,692,0,692
12086002702,1400000US12086002702,537,14,523
12086002702,1400000US12086002702,399,0,399
12086002702,1400000US12086002702,419,0,419
12086002702,1400000US12086002702,419,0,419
12086002703,1400000US12086002703,2136,0,2136
12086002703,1400000US12086002703,1937,0,1937
12086002703,1400000US12086002703,1937,0,1937
12086002703,1400000US12086002703,933,0,933
12086002703,1400000US12086002703,460,0,460
12086002703,1400000US12086002703,1013,0,1013
12086002703,1400000US12086002703,1013,0,1013
12086002703,1400000US12086002703,924,0,924
12086002703,1400000US12086002703,924,0,924
12086002705,1400000US12086002705,1365,0,1365
12086002705,1400000US12086002705,1033,0,1033
12086002705,1400000US12086002705,1073,0,1073
12086002705,1400000US12086002705,564,0,564
12086002705,1400000US12086002705,571,0,571
12086002705,1400000US12086002705,502,0,502
12086002705,1400000US12086002705,502,0,502
12086002706,1400000US12086002706,1475,0,1475
12086002706,1400000US12086002706,1061,0,1061
12086002706,1400000US12086002706,1082,0,1082
12086002706,1400000US12086002706,1082,0,1082
12086002706,1400000US12086002706,633,0,633
12086002706,1400000US12086002706,838,0,838
12086002706,1400000US12086002706,859,0,859
12086002800,1400000US12086002800,534,25,509
12086002800,1400000US12086002800,333,25,308
12086002800,1400000US12086002800,333,25,308
12086002900,1400000US12086002900,1708,48,1660
12086002900,1400000US12086002900,1212,24,1188
12086002900,1400000US12086002900,1212,24,1188
12086002900,1400000US12086002900,329,24,305
12086002900,1400000US12086002900,331,24,307
12086002900,1400000US12086002900,1583,48,1535
12086002900,1400000US12086002900,461,24,437
12086002900,1400000US12086002900,930,24,906
12086002900,1400000US12086002900,524,24,500
12086002900,1400000US12086002900,282,0,282
12086002900,1400000US12086002900,125,0,125
12086002900,1400000US12086002900,125,0,125
12086002900,1400000US12086002900,1212,24,1188
12086002900,1400000US12086002900,1212,24,1188
12086003001,1400000US12086003001,1199,0,1199
12086003001,1400000US12086003001,835,0,835
12086003001,1400000US12086003001,846,0,846
12086003001,1400000US12086003001,670,0,670
12086003001,1400000US12086003001,226,0,226
12086003001,1400000US12086003001,608,0,608
12086003001,1400000US12086003001,619,0,619
12086003003,1400000US12086003003,2301,32,2269
12086003003,1400000US12086003003,1987,12,1975
12086003003,1400000US12086003003,2004,12,1992
12086003003,1400000US12086003003,2072,12,2060
12086003003,1400000US12086003003,1257,0,1257
12086003003,1400000US12086003003,687,12,675
12086003003,1400000US12086003003,459,12,447
12086003003,1400000US12086003003,1895,12,1883
12086003003,1400000US12086003003,1912,12,1900
12086003004,1400000US12086003004,1765,82,1683
12086003004,1400000US12086003004,1252,36,1216
12086003004,1400000US12086003004,1252,36,1216
12086003004,1400000US12086003004,1372,60,1312
12086003004,1400000US12086003004,818,24,794
12086003004,1400000US12086003004,444,11,433
12086003004,1400000US12086003004,1208,36,1172
12086003004,1400000US12086003004,1208,36,1172
12086003100,1400000US12086003100,1557,96,1461
12086003100,1400000US12086003100,1386,88,1298
12086003100,1400000US12086003100,1464,88,1376
12086003100,1400000US12086003100,1355,88,1267
12086003100,1400000US12086003100,1355,88,1267
12086003400,1400000US12086003400,916,41,875
12086003400,1400000US12086003400,819,41,778
12086003400,1400000US12086003400,836,41,795
12086003400,1400000US12086003400,782,41,741
12086003400,1400000US12086003400,799,41,758
12086003601,1400000US12086003601,1232,10,1222
12086003601,1400000US12086003601,775,0,775
12086003601,1400000US12086003601,799,0,799
12086003601,1400000US12086003601,399,10,389
12086003601,1400000US12086003601,399,10,389
12086003601,1400000US12086003601,831,0,831
12086003601,1400000US12086003601,353,10,343
12086003601,1400000US12086003601,353,10,343
12086003601,1400000US12086003601,737,0,737
12086003601,1400000US12086003601,751,0,751
12086003602,1400000US12086003602,3095,26,3069
12086003602,1400000US12086003602,2738,26,2712
12086003602,1400000US12086003602,2738,26,2712
12086003602,1400000US12086003602,2845,26,2819
12086003602,1400000US12086003602,1387,26,1361
12086003602,1400000US12086003602,1278,0,1278
12086003602,1400000US12086003602,887,0,887
12086003602,1400000US12086003602,2581,26,2555
12086003602,1400000US12086003602,2581,26,2555
12086003702,1400000US12086003702,1418,15,1403
12086003702,1400000US12086003702,945,15,930
12086003702,1400000US12086003702,979,15,964
12086003702,1400000US12086003702,624,0,624
12086003702,1400000US12086003702,336,0,336
12086003702,1400000US12086003702,501,0,501
12086003702,1400000US12086003702,518,0,518
12086003706,1400000US12086003706,0,0,0
12086003801,1400000US12086003801,2518,0,2518
12086003801,1400000US12086003801,2313,0,2313
12086003801,1400000US12086003801,2317,0,2317
12086003801,1400000US12086003801,1225,0,1225
12086003801,1400000US12086003801,818,0,818
12086003801,1400000US12086003801,622,0,622
12086003801,1400000US12086003801,1261,0,1261
12086003801,1400000US12086003801,1265,0,1265
12086003801,1400000US12086003801,1052,0,1052
12086003801,1400000US12086003801,1052,0,1052
12086003803,1400000US12086003803,1366,14,1352
12086003803,1400000US12086003803,1366,14,1352
12086003803,1400000US12086003803,1366,14,1352
12086003803,1400000US12086003803,1054,14,1040
12086003803,1400000US12086003803,1054,14,1040
12086003804,1400000US12086003804,2210,0,2210
12086003804,1400000US12086003804,1930,0,1930
12086003804,1400000US12086003804,1930,0,1930
12086003804,1400000US12086003804,1043,0,1043
12086003804,1400000US12086003804,1047,0,1047
12086003804,1400000US12086003804,1047,0,1047
12086003804,1400000US12086003804,883,0,883
12086003804,1400000US12086003804,883,0,883
12086003906,1400000US12086003906,934,0,934
12086003906,1400000US12086003906,918,0,918
12086003906,1400000US12086003906,934,0,934
12086003906,1400000US12086003906,702,0,702
12086003906,1400000US12086003906,718,0,718
12086003909,1400000US12086003909,841,13,828
12086003909,1400000US12086003909,692,0,692
12086003909,1400000US12086003909,719,13,706
12086003911,1400000US12086003911,1764,0,1764
12086003911,1400000US12086003911,1285,0,1285
12086003911,1400000US12086003911,1402,0,1402
12086003911,1400000US12086003911,1297,0,1297
12086003911,1400000US12086003911,490,0,490
12086003911,1400000US12086003911,725,0,725
12086003911,1400000US12086003911,595,0,595
12086003911,1400000US12086003911,935,0,935
12086003911,1400000US12086003911,1024,0,1024
12086003912,1400000US12086003912,1622,30,1592
12086003912,1400000US12086003912,1126,30,1096
12086003912,1400000US12086003912,1126,30,1096
12086003912,1400000US12086003912,1010,30,980
12086003912,1400000US12086003912,480,16,464
12086003912,1400000US12086003912,523,0,523
12086003912,1400000US12086003912,523,0,523
12086003912,1400000US12086003912,603,30,573
12086003912,1400000US12086003912,603,30,573
12086003913,1400000US12086003913,2019,13,2006
12086003913,1400000US12086003913,1519,13,1506
12086003913,1400000US12086003913,1597,13,1584
12086003913,1400000US12086003913,1499,13,1486
12086003913,1400000US12086003913,821,0,821
12086003913,1400000US12086003913,647,0,647
12086003913,1400000US12086003913,1047,13,1034
12086003913,1400000US12086003913,1103,13,1090
12086003914,1400000US12086003914,1980,18,1962
12086003914,1400000US12086003914,1390,18,1372
12086003914,1400000US12086003914,1431,18,1413
12086003914,1400000US12086003914,1238,18,1220
12086003914,1400000US12086003914,564,18,546
12086003914,1400000US12086003914,905,18,887
12086003914,1400000US12086003914,912,18,894
12086003915,1400000US12086003915,2216,0,2216
12086003915,1400000US12086003915,1751,0,1751
12086003915,1400000US12086003915,1839,0,1839
12086003915,1400000US12086003915,1430,0,1430
12086003915,1400000US12086003915,666,0,666
12086003915,1400000US12086003915,674,0,674
12086003915,1400000US12086003915,503,0,503
12086003915,1400000US12086003915,662,0,662
12086003915,1400000US12086003915,677,0,677
12086003915,1400000US12086003915,1089,0,1089
12086003915,1400000US12086003915,1162,0,1162
12086003916,1400000US12086003916,1536,22,1514
12086003916,1400000US12086003916,1116,14,1102
12086003916,1400000US12086003916,1116,14,1102
12086003916,1400000US12086003916,1053,22,1031
12086003916,1400000US12086003916,500,0,500
12086003916,1400000US12086003916,477,22,455
12086003916,1400000US12086003916,360,0,360
